Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HasPool,PoolArea,PoolQuality,PoolType
1051,686,5,3,1,1947,Urban,Good,Yes,288078,No,0,None,None
1052,3354,4,1,2,2014,Suburban,Fair,Yes,290140,Yes,11,Medium,Indoor
1053,1750,1,4,3,1981,Downtown,Fair,Yes,717481,Yes,18,Low,Indoor
1054,1833,3,4,1,1940,Suburban,Good,Yes,697659,Yes,46,Low,Indoor
1055,4693,2,3,3,1947,Suburban,Poor,No,457435,Yes,29,High,Outdoor
1056,4650,3,4,2,1944,Downtown,Poor,Yes,838049,Yes,35,Medium,Outdoor
1057,3211,4,1,1,2005,Suburban,Fair,No,93016,No,0,None,None
1058,2285,1,1,2,1924,Rural,Poor,No,493888,Yes,38,Low,Indoor
1059,1250,4,3,3,2015,Urban,Fair,Yes,336420,No,0,None,None
1060,2262,1,1,2,1977,Suburban,Fair,No,805247,No,0,None,None
1061,4420,5,4,2,2007,Downtown,Good,Yes,384384,Yes,10,High,Outdoor
1062,4960,2,2,1,1924,Urban,Fair,Yes,942724,Yes,44,High,Indoor
1063,981,5,4,2,1918,Urban,Poor,No,236807,Yes,15,Medium,Outdoor
1064,653,5,2,2,1938,Suburban,Poor,Yes,592247,Yes,46,Medium,Indoor
1065,2024,4,3,2,2018,Rural,Excellent,Yes,602810,No,0,None,None
1066,2620,2,2,1,1978,Suburban,Poor,No,499303,Yes,14,High,Outdoor
1067,2843,1,1,3,1979,Rural,Excellent,No,453169,Yes,42,Low,Indoor
1068,1740,1,4,3,1926,Urban,Fair,No,76567,Yes,23,High,Indoor
1069,560,3,2,2,2003,Suburban,Poor,No,503739,Yes,21,Medium,Indoor
1070,1438,1,4,1,1973,Downtown,Good,No,112708,Yes,29,Low,Indoor
1071,2139,4,3,2,1962,Suburban,Good,No,176206,Yes,33,Low,Indoor
1072,4620,5,3,3,1967,Rural,Good,Yes,596848,No,0,None,None
1073,4726,5,1,1,2014,Rural,Fair,Yes,632678,No,0,None,None
1074,4069,5,3,3,1918,Suburban,Fair,Yes,700060,Yes,43,High,Indoor
1075,1752,2,2,3,1927,Rural,Excellent,No,511365,Yes,34,Medium,Outdoor
1076,4703,1,3,1,1984,Urban,Good,Yes,357248,Yes,38,High,Outdoor
1077,671,4,1,1,2022,Suburban,Excellent,No,632093,No,0,None,None
1078,1958,2,4,2,2010,Rural,Excellent,Yes,286109,Yes,48,High,Outdoor
1079,4049,3,4,2,1977,Suburban,Poor,No,545951,No,0,None,None
1080,4697,4,3,3,1932,Suburban,Poor,Yes,336640,Yes,40,High,Indoor
1081,2822,4,2,1,2011,Downtown,Good,No,788661,Yes,32,Low,Indoor
1082,2136,4,1,1,1909,Suburban,Fair,No,141257,Yes,47,Low,Outdoor
1083,3615,5,2,2,1982,Downtown,Poor,No,53515,Yes,29,Medium,Indoor
1084,4590,4,1,3,1929,Rural,Fair,No,578742,No,0,None,None
1085,3504,1,3,3,1921,Downtown,Excellent,Yes,287145,No,0,None,None
1086,829,4,1,2,1902,Downtown,Excellent,Yes,72873,Yes,32,Medium,Indoor
1087,4140,5,1,1,2000,Downtown,Excellent,No,910352,Yes,25,High,Indoor
1088,4394,4,3,2,2004,Urban,Excellent,No,325871,No,0,None,None
1089,4607,3,2,2,1981,Downtown,Good,No,702664,No,0,None,None
1090,1841,3,3,2,1974,Suburban,Excellent,Yes,643358,No,0,None,None
1091,4163,5,1,2,1947,Downtown,Poor,No,935491,No,0,None,None
1092,715,1,3,1,1901,Suburban,Excellent,No,698852,Yes,17,High,Indoor
1093,838,1,1,2,1975,Downtown,Fair,Yes,278497,No,0,None,None
1094,4562,2,3,1,1953,Urban,Poor,No,691501,Yes,30,High,Indoor
1095,3208,5,4,2,1905,Rural,Fair,No,755339,No,0,None,None
1096,3652,4,4,3,2006,Downtown,Fair,Yes,599753,No,0,None,None
1097,2250,5,3,1,2022,Downtown,Good,No,234972,No,0,None,None
1098,2921,2,2,3,1939,Urban,Good,No,634087,No,0,None,None
1099,1209,5,1,2,2007,Downtown,Fair,Yes,560237,No,0,None,None
1100,4226,5,4,2,1992,Suburban,Fair,No,670417,Yes,10,Medium,Outdoor
1101,4142,2,2,2,2022,Downtown,Excellent,Yes,464546,Yes,17,Low,Outdoor
1102,4493,1,1,1,1993,Downtown,Poor,No,713662,No,0,None,None
1103,988,4,4,3,1901,Rural,Excellent,No,419432,No,0,None,None
1104,546,2,4,1,1972,Rural,Good,No,293761,Yes,38,Low,Outdoor
1105,3859,3,3,1,2010,Downtown,Good,No,292821,No,0,None,None
1106,900,1,1,2,1901,Urban,Excellent,No,62875,No,0,None,None
1107,4490,3,2,3,1992,Rural,Poor,Yes,601507,Yes,41,High,Outdoor
1108,3657,1,2,2,1996,Downtown,Fair,No,872614,No,0,None,None
1109,4845,4,2,1,1973,Rural,Excellent,No,785901,No,0,None,None
1110,890,4,1,2,1997,Downtown,Good,Yes,485485,Yes,47,High,Outdoor
1111,4353,5,2,3,2007,Rural,Poor,Yes,391925,Yes,14,High,Indoor
1112,4930,3,2,2,1954,Rural,Good,No,56457,Yes,31,High,Indoor
1113,1128,1,2,3,1971,Suburban,Poor,Yes,974253,No,0,None,None
1114,4732,4,3,3,2000,Downtown,Poor,No,83064,Yes,43,Medium,Indoor
1115,3430,2,3,2,2017,Downtown,Poor,Yes,977325,Yes,10,Low,Indoor
1116,2021,4,1,1,1959,Downtown,Excellent,Yes,689544,Yes,35,High,Outdoor
1117,1326,2,1,2,1996,Downtown,Excellent,No,934729,Yes,19,Medium,Outdoor
1118,2000,1,2,1,2010,Rural,Excellent,Yes,808947,Yes,39,High,Outdoor
1119,3794,4,3,1,1905,Suburban,Poor,No,259727,Yes,27,High,Indoor
1120,2919,4,4,2,2007,Suburban,Poor,Yes,975168,No,0,None,None
1121,1434,1,4,1,2003,Urban,Good,Yes,210353,No,0,None,None
1122,3542,4,2,1,2008,Downtown,Fair,Yes,832351,Yes,26,Low,Outdoor
1123,4997,2,2,2,1918,Urban,Excellent,No,286887,Yes,35,High,Indoor
1124,1966,4,3,2,1995,Rural,Poor,No,475037,Yes,17,Low,Outdoor
1125,4061,3,3,2,1926,Urban,Good,Yes,809129,No,0,None,None
1126,1114,5,3,1,1900,Downtown,Good,No,992151,No,0,None,None
1127,1682,2,1,3,2006,Suburban,Good,No,644206,No,0,None,None
1128,3723,3,1,1,2015,Suburban,Excellent,No,263057,No,0,None,None
1129,3167,1,2,3,1932,Downtown,Excellent,Yes,526015,No,0,None,None
1130,630,2,1,2,1939,Rural,Fair,No,926611,No,0,None,None
1131,3483,5,3,3,1931,Downtown,Good,Yes,387088,No,0,None,None
1132,4778,5,3,2,1968,Rural,Excellent,Yes,139142,No,0,None,None
1133,4959,1,1,2,1916,Suburban,Good,Yes,77603,No,0,None,None
1134,538,1,4,3,1907,Rural,Poor,Yes,882890,Yes,49,Low,Outdoor
1135,4459,2,2,2,1956,Downtown,Good,Yes,120605,Yes,21,Low,Indoor
1136,4087,4,4,3,1941,Downtown,Fair,No,331767,Yes,36,Medium,Indoor
1137,1420,1,2,2,1997,Downtown,Excellent,No,618728,Yes,17,Medium,Outdoor
1138,3269,4,4,1,1908,Rural,Poor,Yes,918859,No,0,None,None
1139,4611,3,1,1,2019,Rural,Excellent,No,975208,No,0,None,None
1140,992,5,2,2,1986,Rural,Poor,No,405970,Yes,34,Low,Outdoor
1141,1631,4,2,2,1934,Suburban,Good,No,339604,No,0,None,None
1142,4021,5,2,3,2013,Urban,Good,No,264117,Yes,13,High,Indoor
1143,810,4,3,1,1970,Urban,Fair,No,788165,No,0,None,None
1144,1238,3,3,3,1978,Downtown,Fair,No,516727,Yes,42,Low,Outdoor
1145,3741,1,4,2,1952,Suburban,Poor,No,160373,No,0,None,None
1146,1045,3,1,2,1953,Rural,Fair,Yes,974069,No,0,None,None
1147,2961,1,3,3,1983,Downtown,Fair,Yes,317014,Yes,10,High,Outdoor
1148,4846,1,2,2,2013,Suburban,Fair,Yes,68909,No,0,None,None
1149,2304,5,3,1,1924,Downtown,Fair,No,321261,Yes,28,Low,Indoor
1150,3712,3,1,3,1966,Suburban,Good,No,299975,Yes,40,High,Outdoor
1151,4310,4,3,1,2023,Suburban,Fair,Yes,903906,Yes,25,Medium,Indoor
1152,1313,3,2,1,1961,Urban,Good,No,668214,Yes,23,High,Outdoor
1153,4624,5,4,1,1954,Downtown,Good,No,487538,No,0,None,None
1154,2532,1,2,3,1945,Rural,Excellent,Yes,177463,No,0,None,None
1155,4913,5,1,2,1923,Urban,Good,Yes,151536,No,0,None,None
1156,744,2,4,1,1997,Urban,Good,Yes,856560,Yes,14,Low,Indoor
1157,771,2,3,1,1945,Rural,Fair,No,301981,No,0,None,None
1158,4011,4,3,1,1921,Suburban,Good,No,540533,Yes,35,Medium,Outdoor
1159,2271,5,3,2,1910,Rural,Poor,No,381145,No,0,None,None
1160,1762,4,4,2,1947,Downtown,Fair,Yes,836872,No,0,None,None
1161,2924,4,2,3,1907,Rural,Fair,Yes,230685,No,0,None,None
1162,4861,2,4,2,1938,Suburban,Fair,No,697779,Yes,37,High,Indoor
1163,1420,4,4,3,2006,Rural,Excellent,Yes,979167,No,0,None,None
1164,3930,2,1,3,1934,Suburban,Fair,Yes,547275,No,0,None,None
1165,4935,1,4,3,1948,Suburban,Good,No,200619,Yes,11,High,Outdoor
1166,4984,5,3,3,1945,Downtown,Poor,Yes,655950,No,0,None,None
1167,3124,4,2,3,1937,Rural,Fair,Yes,810416,Yes,15,High,Indoor
1168,4260,2,2,1,1907,Rural,Fair,Yes,50005,No,0,None,None
1169,2550,3,2,2,1953,Downtown,Poor,No,284152,Yes,18,High,Outdoor
1170,4000,4,3,1,1936,Suburban,Fair,No,319182,Yes,42,High,Outdoor
1171,1665,1,3,3,1990,Rural,Excellent,Yes,842846,No,0,None,None
1172,875,1,3,2,1991,Downtown,Good,No,530875,Yes,34,Medium,Outdoor
1173,2533,3,3,1,1939,Suburban,Poor,No,905938,Yes,22,Medium,Outdoor
1174,645,2,3,1,1933,Downtown,Poor,No,913018,Yes,18,Medium,Outdoor
1175,4888,4,4,3,1995,Rural,Excellent,Yes,445822,Yes,22,Medium,Outdoor
1176,931,2,3,1,1978,Downtown,Good,No,852914,Yes,40,Low,Outdoor
1177,1204,1,3,1,2007,Urban,Excellent,Yes,804189,Yes,20,Medium,Outdoor
1178,3132,2,3,1,1916,Suburban,Good,Yes,252945,No,0,None,None
1179,4994,1,3,1,1932,Urban,Excellent,No,608236,Yes,13,High,Outdoor
1180,1463,2,2,1,1946,Urban,Fair,Yes,402131,Yes,43,High,Indoor
1181,2734,3,3,3,2009,Suburban,Excellent,No,272873,No,0,None,None
1182,2541,5,4,3,1951,Suburban,Poor,No,272322,No,0,None,None
1183,2328,3,4,1,2017,Downtown,Poor,Yes,70875,No,0,None,None
1184,2608,3,4,3,1979,Suburban,Poor,Yes,325201,No,0,None,None
1185,4568,5,1,3,1992,Urban,Excellent,No,82400,No,0,None,None
1186,1438,5,2,2,1908,Urban,Poor,No,514674,No,0,None,None
1187,1306,4,3,1,1932,Rural,Poor,No,118607,No,0,None,None
1188,1963,4,1,3,1959,Suburban,Fair,No,923993,Yes,47,Medium,Indoor
1189,3915,3,3,3,2012,Urban,Fair,Yes,339647,Yes,13,High,Outdoor
1190,510,3,1,1,1992,Rural,Good,Yes,466981,No,0,None,None
1191,2368,1,1,2,1976,Rural,Good,Yes,151096,Yes,47,Medium,Indoor
1192,1384,1,4,1,1920,Downtown,Good,No,620900,Yes,28,High,Outdoor
1193,4064,4,4,2,1957,Urban,Excellent,Yes,934750,Yes,15,Low,Outdoor
1194,1889,4,1,1,1984,Downtown,Good,Yes,311538,No,0,None,None
1195,3901,1,4,1,1968,Urban,Excellent,Yes,134335,No,0,None,None
1196,4821,1,1,1,1909,Downtown,Excellent,Yes,413133,Yes,43,Low,Indoor
1197,1324,2,2,1,1905,Downtown,Good,No,667300,No,0,None,None
1198,2765,2,4,2,2019,Suburban,Good,Yes,131748,Yes,27,Medium,Outdoor
1199,1436,1,4,2,2014,Downtown,Excellent,Yes,976932,Yes,22,Medium,Outdoor
1200,3300,2,4,3,2020,Suburban,Fair,Yes,736779,Yes,32,Medium,Indoor
1201,3053,5,2,1,1912,Rural,Poor,Yes,115195,Yes,28,High,Indoor
1202,4345,4,1,2,1964,Urban,Poor,No,779055,No,0,None,None
1203,2296,4,3,2,1919,Rural,Poor,No,664134,No,0,None,None
1204,553,1,4,2,1956,Urban,Fair,Yes,676692,No,0,None,None
1205,1226,3,1,1,2010,Rural,Excellent,No,351286,Yes,20,Medium,Outdoor
1206,3236,1,2,3,1945,Urban,Good,No,835608,No,0,None,None
1207,3670,2,3,2,1907,Downtown,Excellent,No,121540,Yes,10,Low,Indoor
1208,2413,3,4,1,1909,Urban,Excellent,No,743649,No,0,None,None
1209,2096,2,2,2,1972,Urban,Good,Yes,389092,Yes,33,High,Indoor
1210,2414,5,2,2,2012,Rural,Fair,No,895383,Yes,16,Medium,Outdoor
1211,2966,2,3,3,2004,Rural,Poor,No,61755,Yes,34,High,Indoor
1212,3237,5,1,2,1966,Rural,Poor,Yes,827203,No,0,None,None
1213,1349,5,4,2,1910,Suburban,Excellent,Yes,430129,No,0,None,None
1214,2609,2,4,1,1911,Suburban,Fair,Yes,658841,No,0,None,None
1215,502,2,1,1,1909,Urban,Poor,Yes,184962,No,0,None,None
1216,4755,5,1,3,1924,Urban,Fair,No,930808,Yes,30,High,Indoor
1217,4569,3,1,1,1948,Downtown,Good,Yes,306760,No,0,None,None
1218,1392,5,3,1,1948,Downtown,Excellent,No,67175,No,0,None,None
1219,2530,4,3,3,1988,Urban,Excellent,No,902119,Yes,24,Medium,Outdoor
1220,3660,5,4,2,1910,Suburban,Fair,Yes,921415,Yes,10,High,Indoor
1221,2876,3,3,3,1961,Urban,Poor,Yes,531503,Yes,21,Low,Indoor
1222,2433,4,2,1,2017,Downtown,Fair,No,800071,No,0,None,None
1223,1880,1,4,3,1935,Suburban,Good,No,729648,Yes,16,Low,Outdoor
1224,4181,1,3,2,1938,Suburban,Poor,Yes,96629,Yes,24,High,Outdoor
1225,1790,3,1,3,1952,Downtown,Poor,Yes,691067,Yes,30,Medium,Outdoor
1226,2140,5,2,1,1989,Urban,Fair,Yes,228872,No,0,None,None
1227,3182,2,1,1,1977,Rural,Good,No,742727,Yes,28,High,Indoor
1228,1487,3,4,3,2002,Urban,Poor,No,520970,No,0,None,None
1229,1718,4,1,2,1955,Urban,Excellent,Yes,380657,No,0,None,None
1230,1855,4,3,3,2003,Downtown,Good,No,657050,Yes,38,Low,Outdoor
1231,4765,1,3,2,1900,Suburban,Poor,Yes,210094,Yes,34,High,Outdoor
1232,4635,4,4,2,1955,Downtown,Fair,No,774689,No,0,None,None
1233,2060,3,1,3,2017,Urban,Poor,No,969163,Yes,42,High,Indoor
1234,1918,4,4,2,1903,Rural,Excellent,Yes,107941,Yes,41,Low,Outdoor
1235,1454,3,1,1,1929,Rural,Good,Yes,355617,No,0,None,None
1236,1483,2,2,3,1911,Rural,Poor,Yes,760958,No,0,None,None
1237,1474,1,3,2,2019,Downtown,Excellent,No,66040,Yes,44,High,Outdoor
1238,4633,4,4,1,1934,Suburban,Poor,No,119806,No,0,None,None
1239,4472,3,2,3,1976,Downtown,Poor,Yes,718646,Yes,47,High,Outdoor
1240,1413,5,2,1,1951,Rural,Good,No,250211,Yes,35,Medium,Outdoor
1241,536,1,4,1,1930,Urban,Fair,Yes,686364,Yes,20,Medium,Indoor
1242,3887,2,4,1,2001,Suburban,Fair,No,105916,No,0,None,None
1243,2211,3,2,2,2006,Downtown,Excellent,Yes,722960,Yes,44,Low,Outdoor
1244,3520,2,1,3,1986,Downtown,Excellent,No,445507,Yes,17,Low,Outdoor
1245,1295,2,2,3,1967,Suburban,Excellent,No,456339,Yes,23,Low,Indoor
1246,4536,4,4,2,1951,Suburban,Good,No,840243,No,0,None,None
1247,3611,4,2,3,1979,Urban,Fair,No,605564,No,0,None,None
1248,1824,3,1,1,1906,Suburban,Excellent,Yes,235217,No,0,None,None
1249,817,5,3,3,1921,Urban,Excellent,No,917481,No,0,None,None
1250,2896,3,3,2,1992,Rural,Poor,Yes,251750,No,0,None,None
1251,2662,5,2,1,1974,Rural,Poor,Yes,269854,Yes,19,Medium,Outdoor
1252,3245,2,1,2,1955,Downtown,Excellent,Yes,796403,No,0,None,None
1253,2091,1,3,1,1996,Rural,Poor,Yes,994218,No,0,None,None
1254,3611,3,2,1,1957,Rural,Poor,No,761045,No,0,None,None
1255,4430,3,2,3,1992,Urban,Poor,Yes,717554,Yes,11,Low,Indoor
1256,2496,5,1,1,1963,Downtown,Good,No,385206,No,0,None,None
1257,1812,2,4,2,2022,Suburban,Excellent,No,200434,No,0,None,None
1258,1785,2,2,3,2002,Downtown,Excellent,No,890931,Yes,18,Low,Indoor
1259,4811,5,4,2,1911,Rural,Poor,No,620569,No,0,None,None
1260,2883,2,4,1,1906,Suburban,Good,Yes,881284,Yes,12,Low,Indoor
1261,3739,4,3,2,2022,Downtown,Poor,No,836408,Yes,30,Medium,Outdoor
1262,2639,1,4,2,1954,Downtown,Good,Yes,827981,Yes,35,High,Indoor
1263,2204,3,1,1,2002,Downtown,Excellent,No,554869,Yes,17,Low,Indoor
1264,862,1,3,3,2005,Downtown,Poor,No,753196,Yes,11,High,Indoor
1265,3104,3,3,2,1961,Urban,Excellent,Yes,578883,No,0,None,None
1266,2216,4,3,1,2011,Downtown,Good,No,670218,Yes,15,Low,Outdoor
1267,4951,2,2,3,1989,Rural,Fair,No,196474,Yes,37,High,Outdoor
1268,4786,5,2,3,2003,Rural,Good,No,311745,No,0,None,None
1269,4238,4,4,3,1972,Urban,Fair,No,770643,Yes,38,Medium,Outdoor
1270,2969,1,3,2,2004,Suburban,Excellent,No,404820,No,0,None,None
1271,1056,5,3,2,1997,Suburban,Excellent,Yes,748083,No,0,None,None
1272,1325,2,1,2,2008,Rural,Poor,No,232394,No,0,None,None
1273,3308,4,4,3,1976,Rural,Fair,No,752124,Yes,35,Medium,Outdoor
1274,3219,5,1,2,1954,Urban,Good,Yes,468127,Yes,34,Low,Outdoor
1275,4008,4,4,1,2018,Suburban,Excellent,No,796648,Yes,21,High,Outdoor
1276,4241,4,4,2,1935,Suburban,Fair,Yes,855837,No,0,None,None
1277,2074,2,2,2,1988,Downtown,Good,No,108122,Yes,14,Medium,Outdoor
1278,4498,3,2,3,1923,Downtown,Fair,No,804849,Yes,43,Low,Indoor
1279,2629,5,1,2,1943,Downtown,Good,Yes,282661,Yes,46,Low,Indoor
1280,2903,2,4,1,1916,Urban,Good,No,703197,No,0,None,None
1281,3829,4,3,3,1901,Rural,Good,No,315591,No,0,None,None
1282,1088,2,2,1,1912,Urban,Good,Yes,234215,Yes,24,Medium,Indoor
1283,2512,3,3,3,1930,Suburban,Fair,Yes,60662,Yes,45,Medium,Indoor
1284,2047,5,1,3,1992,Rural,Fair,No,506217,Yes,24,Low,Outdoor
1285,794,3,2,2,2013,Downtown,Poor,Yes,632570,Yes,32,High,Indoor
1286,2485,1,2,1,1927,Urban,Fair,No,448115,No,0,None,None
1287,3617,5,4,3,1959,Urban,Fair,Yes,865014,No,0,None,None
1288,2190,3,1,2,1926,Downtown,Poor,No,641759,No,0,None,None
1289,1636,4,4,3,1914,Urban,Fair,Yes,697801,No,0,None,None
1290,2564,5,2,3,1994,Downtown,Good,Yes,223285,Yes,15,High,Indoor
1291,4955,5,1,3,2003,Suburban,Excellent,Yes,681866,Yes,30,High,Indoor
1292,1507,2,2,3,1978,Rural,Excellent,Yes,912303,Yes,32,Low,Indoor
1293,3014,4,1,3,1932,Suburban,Poor,Yes,657493,No,0,None,None
1294,4026,1,2,3,1919,Suburban,Fair,Yes,910513,Yes,25,Medium,Outdoor
1295,1747,3,3,2,1941,Downtown,Fair,Yes,942215,No,0,None,None
1296,4402,2,3,3,1911,Urban,Poor,Yes,284631,No,0,None,None
1297,1935,3,4,1,2000,Suburban,Excellent,Yes,133805,Yes,24,Low,Outdoor
1298,1071,1,3,2,1972,Suburban,Good,No,174698,Yes,34,Medium,Outdoor
1299,2882,1,2,1,1922,Suburban,Fair,Yes,218902,Yes,45,High,Indoor
1300,1745,5,2,3,1971,Urban,Poor,No,974570,No,0,None,None
1301,2584,1,3,1,1995,Urban,Good,Yes,60712,Yes,20,High,Outdoor
1302,777,3,4,3,2011,Downtown,Poor,No,393671,No,0,None,None
1303,2387,4,3,3,1913,Suburban,Poor,No,965885,Yes,24,Medium,Indoor
1304,1765,4,1,2,1990,Rural,Poor,Yes,701176,No,0,None,None
1305,1540,5,1,2,1924,Urban,Excellent,Yes,806686,No,0,None,None
1306,1417,3,1,3,1976,Downtown,Excellent,No,568680,Yes,13,Medium,Outdoor
1307,1385,3,3,2,2018,Suburban,Poor,No,246437,No,0,None,None
1308,3252,1,3,1,1984,Rural,Fair,Yes,661473,No,0,None,None
1309,521,3,3,2,2008,Urban,Good,Yes,411995,Yes,30,Low,Outdoor
1310,3691,2,1,2,1930,Rural,Fair,Yes,474022,No,0,None,None
1311,2853,1,4,1,2000,Urban,Excellent,No,586498,Yes,22,High,Outdoor
1312,1186,2,2,2,2011,Downtown,Good,Yes,86972,No,0,None,None
1313,784,5,3,3,2021,Rural,Poor,Yes,811254,Yes,31,Low,Outdoor
1314,4247,4,4,1,2006,Suburban,Fair,Yes,346280,Yes,28,Low,Outdoor
1315,1262,5,2,3,1953,Suburban,Fair,Yes,487513,No,0,None,None
1316,2928,4,2,1,1904,Urban,Poor,Yes,952877,No,0,None,None
1317,3007,5,2,3,1912,Suburban,Fair,No,852377,No,0,None,None
1318,528,3,4,3,1927,Rural,Excellent,No,800561,No,0,None,None
1319,1406,2,4,2,1942,Downtown,Poor,Yes,391324,No,0,None,None
1320,3604,4,1,3,1988,Urban,Fair,Yes,382597,Yes,43,Low,Indoor
1321,4499,1,4,2,2014,Rural,Poor,No,921836,No,0,None,None
1322,3494,2,4,1,1998,Urban,Good,Yes,980728,Yes,23,High,Outdoor
1323,3006,1,4,3,1946,Downtown,Poor,No,53052,Yes,13,Low,Indoor
1324,4109,2,2,3,2002,Urban,Fair,Yes,339416,No,0,None,None
1325,4053,2,3,1,1970,Suburban,Excellent,No,353294,Yes,36,Low,Indoor
1326,1953,5,1,1,1937,Suburban,Poor,No,801564,Yes,38,Low,Indoor
1327,3856,4,3,3,1995,Urban,Poor,Yes,198388,Yes,37,Low,Indoor
1328,1015,4,3,1,1966,Downtown,Fair,No,496605,Yes,44,Low,Indoor
1329,538,2,4,2,1961,Downtown,Excellent,Yes,712600,No,0,None,None
1330,3842,3,1,1,2008,Suburban,Excellent,No,933527,Yes,17,Low,Outdoor
1331,1386,3,3,1,1938,Downtown,Good,Yes,380918,No,0,None,None
1332,3344,1,3,3,1936,Urban,Good,Yes,879607,No,0,None,None
1333,2704,1,1,2,2018,Rural,Fair,Yes,443781,Yes,25,High,Outdoor
1334,1598,5,4,1,2013,Urban,Excellent,No,66375,No,0,None,None
1335,2323,2,3,2,1985,Suburban,Excellent,Yes,599998,No,0,None,None
1336,3701,1,2,2,1907,Suburban,Good,Yes,755255,No,0,None,None
1337,3655,1,3,2,1980,Suburban,Good,Yes,828912,Yes,45,Low,Outdoor
1338,3593,2,2,3,1951,Downtown,Fair,No,720534,No,0,None,None
1339,4030,5,4,1,1990,Urban,Excellent,Yes,419170,No,0,None,None
1340,4278,1,3,3,1932,Rural,Poor,No,530545,No,0,None,None
1341,3396,5,1,1,2009,Urban,Good,No,77597,Yes,39,Medium,Outdoor
1342,3953,4,1,1,1980,Rural,Fair,No,386433,No,0,None,None
1343,4011,5,3,3,1941,Urban,Excellent,Yes,481613,Yes,27,Low,Indoor
1344,1488,3,4,2,1975,Suburban,Excellent,Yes,135687,Yes,11,Low,Outdoor
1345,4616,3,4,2,2011,Rural,Good,No,168968,Yes,22,High,Outdoor
1346,4526,5,1,1,2009,Urban,Fair,Yes,614562,Yes,13,High,Indoor
1347,4679,3,3,3,1926,Downtown,Poor,Yes,517453,Yes,35,Medium,Indoor
1348,2182,4,4,2,2011,Downtown,Good,No,253570,Yes,34,Medium,Outdoor
1349,4463,2,1,2,1907,Urban,Fair,No,481413,No,0,None,None
1350,1433,3,2,1,1922,Suburban,Excellent,Yes,622922,Yes,39,High,Outdoor
1351,4098,3,3,1,2023,Rural,Poor,No,866473,No,0,None,None
1352,3733,5,2,3,2005,Urban,Fair,Yes,974752,No,0,None,None
1353,2480,4,2,1,2012,Downtown,Poor,No,397509,Yes,20,High,Indoor
1354,2355,2,4,2,1963,Rural,Fair,Yes,969707,No,0,None,None
1355,3556,5,4,2,2022,Downtown,Fair,Yes,888418,No,0,None,None
1356,1292,5,4,2,1992,Downtown,Fair,No,861802,No,0,None,None
1357,1291,4,3,2,2013,Urban,Fair,Yes,347391,No,0,None,None
1358,2309,2,2,3,1919,Downtown,Poor,Yes,960835,Yes,16,Low,Outdoor
1359,2755,4,3,3,1915,Rural,Good,No,431688,No,0,None,None
1360,4110,2,4,1,1916,Suburban,Poor,Yes,256994,Yes,40,High,Outdoor
1361,2107,4,2,1,1979,Urban,Fair,Yes,830768,No,0,None,None
1362,1484,5,3,1,1918,Rural,Poor,Yes,443650,No,0,None,None
1363,4176,5,3,3,2019,Urban,Poor,No,637270,Yes,19,Medium,Outdoor
1364,3880,1,1,2,2019,Downtown,Poor,No,901612,No,0,None,None
1365,1019,3,3,1,1907,Downtown,Fair,No,682822,No,0,None,None
1366,1090,4,4,2,1937,Rural,Poor,No,739834,No,0,None,None
1367,1550,1,3,1,1937,Rural,Excellent,No,336788,Yes,48,Low,Outdoor
1368,4133,3,2,1,1952,Suburban,Fair,Yes,612781,No,0,None,None
1369,4944,4,3,1,1992,Rural,Poor,Yes,395968,Yes,22,Medium,Indoor
1370,1459,2,1,1,2004,Rural,Excellent,Yes,564922,No,0,None,None
1371,1192,3,2,1,1999,Urban,Poor,No,971463,Yes,40,Low,Indoor
1372,4399,5,2,2,1989,Downtown,Good,Yes,883721,Yes,16,High,Indoor
1373,4973,1,1,1,1930,Rural,Poor,No,978647,No,0,None,None
1374,3446,3,4,2,1943,Suburban,Poor,Yes,482809,No,0,None,None
1375,1026,3,2,3,1959,Rural,Good,No,482331,Yes,45,Medium,Outdoor
1376,3724,5,4,1,1975,Downtown,Fair,Yes,816505,Yes,29,Low,Outdoor
1377,2753,4,2,2,2018,Rural,Good,Yes,727900,No,0,None,None
1378,3844,2,2,3,1916,Urban,Fair,No,347625,Yes,13,Low,Outdoor
1379,4465,5,4,3,1978,Downtown,Good,Yes,276577,No,0,None,None
1380,2375,2,2,3,1972,Rural,Poor,Yes,651385,No,0,None,None
1381,2263,4,4,2,1938,Urban,Poor,No,859010,No,0,None,None
1382,1020,3,1,1,1941,Downtown,Fair,Yes,980291,No,0,None,None
1383,1516,2,4,1,1947,Rural,Fair,Yes,384192,Yes,16,High,Outdoor
1384,616,1,1,2,1911,Urban,Excellent,No,564771,No,0,None,None
1385,2933,1,2,1,1995,Suburban,Excellent,No,233951,Yes,10,High,Outdoor
1386,1083,5,4,2,1988,Urban,Poor,No,191668,No,0,None,None
1387,894,4,2,1,2002,Suburban,Poor,No,503885,Yes,22,High,Indoor
1388,4288,5,4,3,1917,Rural,Excellent,No,463146,No,0,None,None
1389,3268,5,1,1,1978,Urban,Excellent,Yes,229022,Yes,31,Medium,Outdoor
1390,4667,5,1,2,1995,Suburban,Fair,No,932169,Yes,30,Low,Outdoor
1391,4360,1,4,2,1905,Downtown,Good,No,330831,No,0,None,None
1392,773,1,1,3,2021,Urban,Fair,Yes,496049,No,0,None,None
